Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,TO,year
9,Iowa,13,18.9,16.7,30.4,54.9,174.7,1.5,35.8,128.4,3.6,0.6,66.2,303.1,4.6,7.9,7.4,0.6,15.9,4.6,43.1,0.6,1.0,1.6,2013
10,Stanford,14,19.0,24.6,39.6,62.1,253.8,1.6,31.1,89.7,2.9,0.6,70.6,343.5,4.9,11.0,7.1,2.0,20.1,5.4,46.2,0.4,0.9,1.4,2013
11,Virginia Tech,13,19.3,13.5,27.9,48.2,172.3,0.9,34.5,110.9,3.2,1.0,62.5,283.2,4.5,7.8,5.7,1.2,14.7,6.1,42.9,0.5,1.5,2.0,2013
12,South Carolina,13,20.3,17.0,28.4,59.9,196.2,1.2,35.7,153.8,4.3,1.2,64.1,350.0,5.5,7.9,8.2,1.5,17.5,4.8,33.9,0.9,1.4,2.3,2013
13,Oregon,13,20.5,20.8,36.9,56.5,204.5,1.1,43.3,165.5,3.8,1.3,80.2,370.1,4.6,9.3,9.5,2.0,20.8,4.8,42.4,0.9,1.3,2.2,2013
14,Cincinnati,13,21.0,19.5,33.7,58.0,211.2,1.2,32.5,104.5,3.2,0.9,66.2,315.6,4.8,10.1,6.2,1.5,17.7,6.3,52.2,0.6,1.0,1.6,2013
15,Florida,12,21.1,13.3,26.6,49.8,171.8,0.8,32.8,142.4,4.3,1.4,59.3,314.3,5.3,6.9,7.3,1.9,16.1,5.3,45.4,0.7,0.8,1.5,2013
16,USC,14,21.2,21.0,36.9,57.0,214.6,1.4,30.4,120.3,4.0,1.0,67.3,334.9,5.0,9.7,6.8,1.7,18.2,4.7,48.1,0.4,1.2,1.6,2013
17,UCF,13,21.3,20.9,36.8,56.8,239.5,1.0,30.8,122.5,4.0,1.6,67.6,362.0,5.4,10.7,6.8,1.6,19.1,7.1,57.3,0.9,1.1,2.0,2013
18,Tulane,13,21.4,18.5,32.8,56.2,228.0,1.0,38.7,122.5,3.2,1.3,71.5,350.5,4.9,10.9,6.5,2.0,19.4,7.4,64.8,1.2,1.5,2.7,2013
19,Oklahoma State,13,21.6,22.3,41.6,53.6,242.5,1.2,39.1,142.4,3.6,0.8,80.7,384.9,4.8,11.0,8.8,2.2,22.1,7.0,56.6,0.9,1.6,2.5,2013
20,Houston,13,21.8,22.9,37.9,60.4,266.8,1.2,41.6,149.0,3.6,1.4,79.5,415.8,5.2,11.5,9.2,1.6,22.3,7.9,68.0,1.4,1.9,3.3,2013
21,LSU,13,22.0,17.2,30.6,56.0,197.5,1.2,36.5,143.2,3.9,1.2,67.1,340.7,5.1,9.5,7.9,1.5,18.9,5.3,40.8,0.6,0.8,1.5,2013
22,Oklahoma,13,22.1,17.3,31.5,55.0,212.5,1.3,33.6,137.6,4.1,1.3,65.1,350.2,5.4,9.1,7.1,1.8,17.9,5.6,48.6,0.7,1.2,1.9,2013
23,Clemson,13,22.2,15.5,29.1,53.4,201.0,1.1,41.8,156.1,3.7,1.7,70.8,357.1,5.0,8.6,7.5,1.8,18.0,6.5,52.2,0.9,1.4,2.3,2013
24,Minnesota,13,22.2,19.0,31.2,61.0,215.1,1.2,34.8,158.2,4.5,1.5,66.0,373.2,5.7,9.5,8.3,1.1,18.8,3.4,29.4,0.7,0.8,1.5,2013
25,Florida Atlantic,12,22.3,13.5,28.7,47.1,160.7,0.9,38.0,166.4,4.4,1.5,66.7,327.1,4.9,7.9,7.9,1.2,17.0,5.2,44.8,0.5,1.1,1.6,2013
26,Notre Dame,13,22.4,18.5,31.4,58.8,198.2,1.5,40.2,168.0,4.2,1.0,71.5,366.2,5.1,9.8,10.0,1.8,21.5,5.4,49.8,0.3,1.0,1.3,2013
27,Ohio State,14,22.6,23.6,38.1,61.8,268.0,2.2,33.3,109.4,3.3,0.6,71.4,377.4,5.3,11.9,7.3,1.1,20.2,5.5,44.4,0.6,1.1,1.7,2013
28,Brigham Young,12,22.8,21.2,36.1,58.7,226.5,1.5,41.4,160.0,3.9,0.9,77.5,386.5,5.0,10.5,7.7,1.9,20.0,5.7,43.0,0.7,1.0,1.7,2013
29,Georgia Tech,13,22.8,20.5,32.8,62.5,244.5,1.4,32.5,116.2,3.6,1.4,65.3,360.6,5.5,12.2,6.4,1.1,19.7,5.8,47.9,0.5,1.1,1.5,2013
30,Washington,13,22.8,21.5,39.0,55.0,227.2,1.2,39.1,161.3,4.1,1.5,78.1,388.5,5.0,11.0,8.8,1.8,21.5,5.3,47.5,0.5,1.2,1.8,2013
31,Kansas State,13,22.9,21.3,35.2,60.5,219.8,1.0,35.5,139.2,3.9,1.5,70.7,358.9,5.1,9.8,8.4,1.0,19.2,5.1,38.1,0.6,1.3,1.9,2013
32,Marshall,14,22.9,16.4,31.9,51.6,208.1,1.2,43.4,160.5,3.7,1.4,75.2,368.6,4.9,8.8,9.1,1.7,19.6,5.4,46.9,0.6,1.3,1.9,2013
33,Mississippi State,13,23.0,18.5,29.8,61.9,205.2,1.4,34.2,144.2,4.2,1.3,64.1,349.3,5.5,9.5,7.2,1.2,17.8,5.0,43.0,0.8,1.1,1.9,2013
34,Missouri,14,23.1,25.4,40.5,62.8,264.9,1.3,36.6,152.9,4.2,1.4,77.1,417.9,5.4,11.4,8.6,1.2,21.2,7.4,55.6,0.9,1.4,2.3,2013
35,UCLA,13,23.2,20.5,33.5,61.0,217.7,1.2,42.6,169.4,4.0,1.5,76.2,387.1,5.1,10.7,9.5,2.4,22.5,6.3,57.2,0.9,1.1,2.0,2013
36,Baylor,13,23.5,16.3,33.8,48.2,214.9,1.8,42.0,145.4,3.5,1.2,75.8,360.3,4.8,8.4,7.5,2.7,18.6,6.2,54.4,0.8,1.5,2.2,2013
37,Ole Miss,13,23.7,18.8,31.0,60.8,215.5,0.8,39.5,154.9,3.9,2.1,70.5,370.5,5.3,9.8,9.5,1.2,20.5,5.5,43.4,0.7,1.0,1.7,2013
38,Wake Forest,12,24.1,21.8,34.8,62.8,223.0,1.7,38.4,143.2,3.7,1.1,73.2,366.2,5.0,9.4,8.3,1.6,19.3,4.8,37.8,0.7,1.0,1.7,2013
39,Arizona,13,24.2,20.7,35.4,58.5,233.2,1.5,40.8,167.8,4.1,1.4,76.2,401.1,5.3,10.7,9.4,1.2,21.2,5.8,55.8,0.3,1.4,1.7,2013
40,Buffalo,13,24.4,15.2,29.2,52.0,216.2,1.2,39.3,166.6,4.2,1.8,68.5,382.8,5.6,9.0,8.3,1.6,18.9,6.9,61.9,1.2,1.2,2.3,2013
41,Navy,13,24.4,21.0,30.5,68.8,215.9,1.8,39.3,178.8,4.5,1.3,69.8,394.8,5.7,10.2,10.9,0.6,21.8,5.5,51.3,0.7,1.0,1.7,2013
42,Rice,14,24.4,15.2,29.4,51.7,202.7,1.5,38.9,161.4,4.1,1.4,68.4,364.1,5.3,8.1,8.4,1.1,17.6,4.7,40.3,0.9,1.0,1.9,2013
43,North Carolina,13,24.5,18.2,32.6,55.9,220.7,1.2,43.8,182.5,4.2,1.5,76.4,403.2,5.3,10.9,9.4,1.1,21.4,5.3,42.5,0.5,1.0,1.5,2013
44,Vanderbilt,13,24.6,20.9,34.5,60.6,206.9,1.4,35.4,147.8,4.2,1.5,69.9,354.8,5.1,10.2,8.5,1.3,20.0,6.4,50.1,0.9,1.4,2.3,2013
45,Western Kentucky,12,24.6,15.1,26.0,58.0,177.9,0.8,37.6,161.3,4.3,2.0,63.6,339.2,5.3,6.6,8.9,1.3,17.5,6.3,64.8,0.6,1.2,1.8,2013
46,Auburn,14,24.7,20.4,35.3,57.9,258.6,1.4,35.4,162.1,4.6,1.4,70.6,420.7,6.0,10.9,8.3,1.4,20.6,5.7,42.9,0.4,0.9,1.4,2013
47,Ball State,13,24.7,20.4,33.3,61.2,218.5,1.1,40.9,195.3,4.8,1.7,74.2,413.8,5.6,9.9,10.4,1.2,21.5,7.6,64.7,1.4,1.0,2.4,2013
48,Boise State,13,24.8,22.6,35.0,64.6,249.2,1.3,43.6,163.8,3.8,1.5,78.6,413.0,5.3,11.5,9.8,1.3,23.4,5.7,47.5,0.8,1.2,2.1,2013
49,East Carolina,13,24.8,23.4,39.5,59.1,252.1,1.8,35.8,116.7,3.3,0.9,75.3,368.8,4.9,11.8,7.5,1.2,20.5,5.2,46.8,0.5,1.4,1.8,2013
50,Nebraska,13,24.8,16.2,29.8,54.1,214.6,1.3,41.4,156.2,3.8,1.6,71.2,370.8,5.2,10.0,8.3,1.8,20.2,4.5,38.5,0.3,1.1,1.4,2013
51,Northern Illinois,14,25.1,20.0,36.9,54.3,263.1,1.9,39.4,151.7,3.9,1.0,76.2,414.9,5.4,12.4,8.6,1.0,21.9,5.9,46.4,0.8,1.4,2.1,2013
52,South Alabama,12,25.2,18.2,30.8,58.9,224.6,1.7,37.5,159.7,4.3,1.3,68.3,384.3,5.6,9.3,9.3,1.1,19.8,6.9,57.0,0.6,0.9,1.5,2013
53,Maryland,13,25.3,20.7,33.5,61.8,225.1,1.4,40.2,149.3,3.7,1.5,73.6,374.4,5.1,10.5,8.0,1.0,19.5,5.0,44.6,0.8,0.8,1.6,2013
54,Texas Christian,12,25.3,17.8,34.3,51.7,225.6,1.2,39.5,130.8,3.3,1.2,73.8,356.4,4.8,9.5,7.3,1.8,18.5,6.8,56.3,0.8,1.6,2.3,2013
55,Syracuse,13,25.4,19.2,32.9,58.4,229.8,1.7,36.1,137.4,3.8,1.5,69.0,367.2,5.3,9.4,7.5,1.8,18.7,4.3,33.6,0.7,1.2,1.8,2013
56,Texas,13,25.8,18.3,32.2,56.8,224.2,1.0,42.1,183.1,4.4,1.6,74.3,407.2,5.5,9.8,10.1,1.2,21.2,7.6,68.0,1.2,0.8,2.0,2013
57,Arkansas State,13,26.2,18.4,33.3,55.2,232.9,1.5,38.1,180.8,4.7,1.7,71.4,413.8,5.8,9.6,9.3,1.8,20.7,5.4,43.5,0.8,0.7,1.5,2013
58,Middle Tennessee State,13,26.2,18.8,29.9,63.0,203.4,1.2,46.0,199.7,4.3,1.9,75.9,403.1,5.3,9.7,11.2,1.2,22.1,5.1,46.8,1.4,1.2,2.5,2013
59,Penn State,12,26.2,20.8,35.3,58.9,237.3,1.5,36.8,144.0,3.9,1.3,72.0,381.3,5.3,11.7,7.2,0.6,19.4,6.0,53.2,0.6,1.1,1.7,2013
60,Louisiana Tech,12,26.3,17.0,29.8,57.1,213.5,1.0,47.3,194.8,4.1,2.1,77.1,408.3,5.3,9.7,11.3,0.8,21.8,5.2,46.8,0.7,1.5,2.2,2013
61,Memphis,11,26.3,23.4,37.9,61.6,266.4,1.6,34.5,112.0,3.3,1.5,72.4,378.4,5.2,12.1,7.3,2.0,21.4,6.0,53.2,0.5,0.9,1.5,2013
62,UTSA,12,26.3,20.1,34.3,58.5,233.3,1.7,35.8,143.1,4.0,1.3,70.1,376.3,5.4,10.8,8.8,2.0,21.6,5.7,44.3,0.5,0.7,1.2,2013
63,Louisiana,13,26.5,19.2,31.8,60.4,242.8,1.3,36.5,150.7,4.1,1.5,68.3,393.5,5.8,10.7,8.2,1.5,20.4,5.3,48.2,0.7,1.1,1.8,2013
64,Arizona State,14,26.6,17.8,31.8,56.0,234.7,1.7,35.5,137.6,3.9,1.5,67.3,372.4,5.5,9.6,6.7,1.0,17.4,6.6,56.6,0.9,1.5,2.4,2013
65,Duke,14,26.6,18.9,32.9,57.4,243.9,1.8,40.9,174.1,4.3,1.2,73.8,418.0,5.7,10.7,10.1,1.4,22.2,6.1,53.6,0.6,1.3,1.9,2013
66,Miami (FL),13,26.8,20.5,34.0,60.2,249.8,1.2,40.2,176.5,4.4,2.0,74.2,426.4,5.8,11.8,9.5,0.8,22.1,6.2,45.8,0.7,1.4,2.1,2013
67,Michigan,13,26.8,18.7,33.4,56.0,231.3,1.8,36.8,140.2,3.8,1.1,70.2,371.5,5.3,10.6,8.3,0.7,19.6,4.8,40.2,0.7,1.3,2.0,2013
68,Kent State,12,26.9,14.7,27.0,54.3,211.1,1.6,40.8,198.8,4.9,1.8,67.8,409.9,6.1,8.9,11.3,1.3,21.6,6.1,53.5,0.3,0.8,1.1,2013
69,Northwestern,12,27.1,22.3,37.2,59.9,256.2,1.7,40.3,167.3,4.1,1.3,77.5,423.5,5.5,12.8,10.3,0.8,23.8,4.3,35.2,0.3,1.6,1.9,2013
70,Texas State,12,27.3,22.6,37.9,59.6,249.3,1.5,35.4,147.4,4.2,1.7,73.3,396.7,5.4,10.1,7.8,1.3,19.2,6.3,49.8,0.7,0.9,1.6,2013
71,Pitt,12,27.4,16.2,27.8,58.3,210.8,1.5,38.3,153.7,4.0,1.5,66.0,364.4,5.5,8.7,8.3,1.2,18.2,4.8,45.2,0.7,0.6,1.3,2013
72,Ohio,13,27.5,17.6,29.9,58.9,217.9,1.8,40.7,187.9,4.6,1.6,70.6,405.8,5.7,10.2,8.5,1.8,20.5,7.6,70.2,0.6,1.1,1.7,2013
73,Utah,12,28.0,21.8,36.8,59.3,267.3,1.8,37.0,130.3,3.5,1.1,73.8,397.7,5.4,12.1,6.8,1.3,20.2,6.5,50.8,1.1,0.3,1.3,2013
74,Akron,12,28.6,19.8,32.1,61.8,232.9,2.3,40.0,164.1,4.1,1.3,72.1,397.0,5.5,11.1,8.8,1.6,21.5,4.7,40.3,0.5,1.1,1.6,2013
75,Central Michigan,12,28.6,16.7,27.2,61.3,203.9,1.3,42.1,201.3,4.8,1.9,69.3,405.2,5.9,9.2,10.6,1.2,20.9,4.8,44.3,0.7,1.2,1.8,2013
76,South Florida,12,28.6,17.9,28.5,62.9,211.0,1.6,36.3,139.8,3.9,1.3,64.8,350.8,5.4,9.5,8.3,2.0,19.8,6.1,54.8,1.2,0.9,2.1,2013
77,Toledo,12,28.6,18.3,30.0,60.8,251.3,1.4,42.5,170.4,4.0,2.3,72.5,421.8,5.8,12.1,9.7,1.6,23.3,4.9,37.8,1.0,0.7,1.7,2013
78,Boston College,13,28.9,21.8,32.5,66.9,268.3,2.0,39.8,159.9,4.0,1.5,72.4,428.2,5.9,11.6,9.0,0.8,21.5,4.8,41.8,0.8,0.7,1.5,2013
79,Tennessee,12,29.0,16.7,29.5,56.5,211.1,1.5,39.4,207.3,5.3,2.1,68.9,418.4,6.1,9.3,10.7,1.2,21.3,6.3,54.0,0.9,1.2,2.1,2013
80,Colorado State,14,29.8,22.1,35.1,63.0,275.7,2.4,37.1,140.4,3.8,1.1,72.2,416.1,5.8,12.1,6.8,1.7,20.6,4.7,39.2,0.9,0.7,1.6,2013
81,Rutgers,13,29.8,25.5,40.1,63.5,312.0,2.4,32.5,100.8,3.1,1.3,72.6,412.8,5.7,13.9,6.1,1.2,21.2,7.0,62.3,0.8,0.6,1.4,2013
82,Temple,12,29.8,23.2,35.9,64.5,298.6,2.0,38.2,175.7,4.6,1.4,74.1,474.3,6.4,12.7,9.0,2.3,23.9,7.5,67.5,0.8,0.3,1.1,2013
83,Louisiana-Monroe,12,30.2,18.3,34.0,53.9,237.6,1.8,39.3,189.3,4.8,1.6,73.3,426.8,5.8,10.6,9.5,1.3,21.3,7.8,71.7,0.5,1.1,1.6,2013
84,North Carolina State,12,30.2,18.9,31.9,59.3,219.3,1.6,35.8,180.7,5.0,2.2,67.8,399.9,5.9,10.2,8.5,1.3,19.9,5.3,40.6,0.8,1.0,1.8,2013
85,Connecticut,12,30.3,18.4,33.0,55.8,249.2,1.9,36.7,135.4,3.7,1.4,69.7,384.6,5.5,10.8,7.0,1.7,19.4,6.1,57.0,0.9,1.1,2.0,2013
86,Fresno State,13,30.3,21.5,35.6,60.5,283.2,2.0,40.6,147.3,3.6,1.7,76.2,430.5,5.6,12.0,7.2,1.2,20.4,6.9,62.9,0.7,1.1,1.8,2013
87,Texas Tech,13,30.5,19.1,33.8,56.5,217.1,1.2,44.3,201.6,4.6,2.5,78.1,418.7,5.4,9.5,10.5,1.6,21.6,8.2,71.7,0.8,0.6,1.5,2013
88,Arkansas,12,30.8,19.3,29.7,64.9,235.0,2.1,38.2,178.4,4.7,1.8,67.8,413.4,6.1,10.6,10.6,1.0,22.2,4.6,35.1,0.5,0.7,1.2,2013
89,Georgia,12,30.9,16.6,28.6,58.0,227.9,1.5,40.7,157.8,3.9,2.1,69.3,385.8,5.6,9.6,8.3,1.8,19.6,6.0,46.6,0.6,0.5,1.1,2013
90,Kentucky,12,31.2,18.4,28.0,65.8,229.8,1.8,40.3,197.3,4.9,2.2,68.3,427.2,6.3,9.8,10.2,1.4,21.3,5.9,50.3,1.0,0.3,1.3,2013
91,Oregon State,13,31.4,20.4,33.8,60.4,246.3,1.5,37.3,190.3,5.1,2.2,71.1,436.6,6.1,11.1,9.5,1.3,21.8,6.2,55.8,0.8,1.5,2.3,2013
92,Army,12,31.6,12.9,20.9,61.8,197.5,1.6,41.8,213.3,5.1,2.4,62.8,410.8,6.5,8.3,10.5,0.8,19.6,5.5,47.3,0.8,0.6,1.4,2013
93,San Diego State,13,31.7,22.8,37.5,60.7,254.8,2.4,35.9,131.4,3.7,1.5,73.5,386.2,5.3,11.2,7.4,2.0,20.5,6.4,49.5,0.8,0.6,1.5,2013
94,Kansas,12,31.8,19.5,33.8,57.6,241.8,1.7,40.4,190.6,4.7,2.1,74.3,432.3,5.8,11.3,9.1,1.9,22.2,5.3,45.9,0.8,1.2,2.0,2013
95,UNLV,13,31.8,17.2,32.6,52.8,217.7,1.6,42.9,215.5,5.0,2.2,75.5,433.2,5.7,10.4,10.7,0.8,21.8,6.1,49.8,0.7,0.8,1.5,2013
96,Texas A&M,13,32.2,19.2,33.5,57.3,253.5,2.4,41.3,222.3,5.4,1.8,74.8,475.8,6.4,10.8,11.3,1.3,23.4,6.5,51.9,0.4,1.3,1.7,2013
97,Washington State,13,32.5,22.1,35.3,62.5,270.8,1.8,42.0,187.4,4.5,1.9,77.3,458.2,5.9,11.0,10.2,1.6,22.8,6.2,47.3,0.9,1.2,2.2,2013
98,Massachusetts,12,33.0,15.8,25.7,61.4,217.8,1.8,40.0,215.5,5.4,1.9,65.7,433.3,6.6,9.7,10.4,1.2,21.3,4.7,41.2,0.9,0.7,1.6,2013
99,SMU,12,33.3,23.8,36.8,64.9,271.8,2.0,37.2,140.8,3.8,1.9,73.9,412.6,5.6,12.1,8.4,1.9,22.4,7.7,72.4,0.6,0.9,1.5,2013
100,Virginia,12,33.3,16.3,32.2,50.5,232.9,1.6,39.2,170.7,4.4,2.3,71.3,403.6,5.7,9.0,8.2,1.7,18.8,6.8,59.0,0.9,0.8,1.8,2013
101,West Virginia,12,33.3,20.3,33.4,60.8,263.3,2.0,43.3,191.7,4.4,1.9,76.7,455.0,5.9,11.3,8.6,1.3,21.2,7.2,60.0,1.3,1.0,2.3,2013
102,Tulsa,12,33.9,20.1,34.5,58.2,230.7,2.0,43.3,198.9,4.6,1.8,77.8,429.6,5.5,11.1,9.9,0.4,21.4,4.9,39.6,0.8,1.3,2.0,2013
103,Nevada,12,34.4,21.3,31.7,67.1,246.8,1.6,39.3,258.5,6.6,2.8,71.0,505.3,7.1,11.1,11.4,1.0,23.5,6.4,58.3,0.7,0.8,1.5,2013
104,San Jose State,12,35.1,20.9,33.9,61.7,244.7,2.2,40.9,214.6,5.2,2.4,74.8,459.3,6.1,11.1,11.9,1.4,24.4,4.7,43.0,0.4,1.0,1.4,2013
105,Illinois,12,35.4,19.3,29.5,65.3,242.9,2.1,42.8,238.6,5.6,2.4,72.3,481.5,6.7,10.9,11.1,1.7,23.7,6.8,57.1,0.7,0.3,0.9,2013
106,Western Michigan,12,35.4,13.9,25.6,54.4,169.2,1.3,46.4,249.8,5.4,2.5,72.0,418.9,5.8,7.9,12.8,1.8,22.5,5.8,51.9,0.9,0.7,1.6,2013
107,Miami (OH),12,35.7,21.2,32.3,65.6,260.9,2.4,44.0,223.3,5.1,1.9,76.3,484.3,6.4,12.1,12.9,0.8,25.8,5.1,48.8,0.8,0.8,1.6,2013
108,Troy,12,35.9,19.2,33.1,57.9,313.6,2.3,39.4,170.1,4.3,2.3,72.5,483.7,6.7,11.5,9.4,2.1,23.0,6.8,56.0,0.4,0.5,0.9,2013
109,Iowa State,12,36.0,19.9,34.7,57.5,239.1,1.4,41.8,224.0,5.4,2.8,76.5,463.1,6.1,10.9,9.7,1.4,22.0,4.3,33.1,1.1,0.7,1.8,2013
110,Georgia State,12,36.7,18.5,28.8,64.2,242.9,2.3,45.1,221.2,4.9,2.3,73.9,464.1,6.3,11.0,11.2,0.9,23.1,4.3,42.6,0.8,0.6,1.3,2013
111,Wyoming,12,36.7,22.8,33.0,68.9,261.8,2.7,47.5,220.2,4.6,2.3,80.5,482.0,6.0,11.5,11.5,1.3,24.3,5.8,49.2,0.9,0.8,1.7,2013
112,Florida International,12,37.0,17.2,26.4,65.0,224.3,2.3,38.9,205.4,5.3,2.2,65.3,429.7,6.6,9.3,10.0,2.1,21.3,4.8,43.3,0.5,0.6,1.1,2013
113,Purdue,12,38.0,19.4,29.8,65.3,224.5,2.3,44.1,235.4,5.3,2.3,73.8,459.9,6.2,9.9,13.5,1.2,24.6,3.5,26.7,0.6,1.1,1.7,2013
114,Hawaii,12,38.8,20.7,34.7,59.6,281.1,2.3,48.2,213.6,4.4,2.3,82.8,494.7,6.0,11.1,11.7,2.3,25.1,5.8,52.9,1.3,0.8,2.0,2013
115,Indiana,12,38.8,21.1,34.6,61.0,290.2,2.0,43.8,237.8,5.4,2.9,78.3,527.9,6.7,12.4,12.5,1.0,25.8,5.5,43.6,0.8,0.6,1.4,2013
116,UTEP,12,39.3,13.4,22.8,59.0,220.5,2.2,40.3,247.8,6.2,2.9,63.0,468.3,7.4,9.0,11.6,1.3,21.8,3.8,33.5,0.8,0.3,1.0,2013
117,Air Force,12,40.0,19.8,27.2,72.7,239.7,2.2,49.3,250.6,5.1,3.4,76.5,490.3,6.4,11.9,14.5,1.1,27.5,4.8,36.5,0.4,0.3,0.8,2013
118,Colorado,11,40.8,21.8,36.7,59.4,278.7,2.1,41.9,214.0,5.1,2.8,78.6,492.7,6.3,12.5,10.1,1.0,23.6,5.3,50.3,0.9,0.8,1.7,2013
119,Southern Mississippi,12,41.9,17.7,27.0,65.4,210.9,2.0,47.2,225.3,4.8,3.2,74.2,436.2,5.9,10.9,11.3,1.8,24.0,5.2,53.4,1.1,0.5,1.6,2013
120,New Mexico,12,42.8,19.0,28.1,67.7,259.4,2.5,41.5,256.8,6.2,3.3,69.6,516.2,7.4,10.3,13.4,0.8,24.4,3.8,27.9,0.5,0.3,0.8,2013
121,UAB,12,43.8,19.3,29.6,65.4,276.5,2.7,39.5,221.3,5.6,2.9,69.1,497.8,7.2,11.1,11.2,2.3,24.6,4.8,43.3,0.6,0.6,1.2,2013
122,Eastern Michigan,12,45.2,17.0,26.0,65.4,252.6,1.9,41.1,258.0,6.3,3.6,67.1,510.6,7.6,10.4,11.6,1.5,23.5,5.7,52.9,0.3,0.6,0.9,2013
123,California,12,45.9,23.5,36.3,64.7,341.0,2.7,38.5,188.6,4.9,2.7,74.8,529.6,7.1,13.3,9.1,2.4,24.8,6.7,61.4,0.7,0.4,1.1,2013
124,New Mexico State,11,46.0,16.8,26.3,64.0,233.8,1.6,45.5,313.5,6.9,4.0,71.7,547.3,7.6,9.5,14.2,0.8,24.5,5.1,50.0,0.8,0.8,1.6,2013
125,Idaho,12,46.8,25.3,37.6,67.4,315.8,3.3,38.9,211.8,5.4,2.7,76.5,527.6,6.9,13.3,10.8,1.7,25.8,6.7,60.3,0.8,0.8,1.6,2013
1,Alabama,14,10.9,15.5,28.4,54.7,173.6,0.6,31.4,76.4,2.4,0.7,59.8,250.0,4.2,8.2,4.5,1.0,13.7,4.8,40.4,0.8,1.3,2.1,2012
2,Notre Dame,13,12.8,20.1,33.4,60.1,199.8,0.8,30.5,105.7,3.5,0.3,63.8,305.5,4.8,10.1,5.7,1.2,17.0,5.2,41.8,0.5,1.2,1.8,2012
3,Brigham Young,13,14.0,16.5,29.1,56.6,179.2,0.9,31.7,86.9,2.7,0.4,60.8,266.1,4.4,8.2,4.8,1.7,14.7,6.3,56.5,0.8,0.9,1.7,2012
4,Rutgers,13,14.2,17.7,32.5,54.5,214.5,1.0,35.4,97.2,2.7,0.5,67.8,311.6,4.6,9.5,6.4,1.7,17.5,6.2,52.2,1.1,1.4,2.5,2012
5,Florida,13,14.5,17.8,34.2,52.0,192.5,0.5,31.8,94.9,3.0,0.9,65.9,287.5,4.4,9.2,5.7,2.5,17.4,5.9,48.6,0.8,1.5,2.3,2012
6,Florida State,14,14.7,15.8,32.4,48.8,161.9,0.9,33.5,92.3,2.8,0.7,65.9,254.1,3.9,7.3,5.8,1.4,14.5,4.9,42.1,0.7,0.8,1.5,2012
7,Utah State,13,15.4,19.8,36.5,54.1,208.3,0.9,37.9,113.8,3.0,0.5,74.5,322.1,4.3,8.9,6.9,2.6,18.5,6.1,51.9,0.5,1.1,1.5,2012
8,Boise State,13,15.8,16.8,28.9,58.2,169.5,0.3,39.4,146.2,3.7,1.5,68.3,315.6,4.6,7.6,8.3,1.4,17.3,5.2,41.7,1.4,1.4,2.8,2012
9,Michigan State,13,16.3,17.2,32.7,52.5,175.8,0.8,30.1,98.6,3.3,0.5,62.8,274.4,4.4,7.8,4.8,2.0,14.6,4.3,37.2,0.5,1.1,1.5,2012
10,Bowling Green State,13,16.8,18.3,31.6,57.9,190.1,0.8,31.8,106.5,3.4,1.1,63.4,296.6,4.7,8.0,5.8,1.4,15.2,6.5,51.5,0.9,0.8,1.7,2012
11,Stanford,14,17.2,24.0,39.3,61.1,239.2,0.9,31.9,97.0,3.0,1.1,71.1,336.2,4.7,10.3,6.1,1.7,18.1,6.1,56.4,0.9,1.1,1.9,2012
12,LSU,13,17.5,19.5,35.2,55.6,206.0,1.2,33.8,101.6,3.0,1.1,69.0,307.6,4.5,9.7,6.2,2.5,18.5,5.5,40.3,1.2,1.4,2.5,2012
13,South Carolina,13,18.2,16.4,29.2,56.2,194.8,1.4,38.8,120.7,3.1,0.7,67.9,315.5,4.6,8.1,8.4,1.3,17.8,4.8,41.2,0.7,1.2,1.8,2012
14,Cincinnati,13,18.5,21.7,38.3,56.6,252.5,1.0,35.3,135.6,3.8,0.8,73.6,388.1,5.3,11.8,7.5,1.3,20.6,6.4,56.6,0.9,1.2,2.2,2012
15,Vanderbilt,13,18.7,17.8,33.2,53.7,191.8,0.5,37.1,142.2,3.8,1.3,70.3,333.9,4.7,8.7,8.2,1.2,18.2,6.8,55.1,0.5,0.8,1.4,2012
16,Penn State,12,19.1,20.3,35.8,56.7,225.0,1.3,36.3,128.4,3.5,0.8,72.1,353.4,4.9,9.8,7.0,1.5,18.3,5.9,49.6,1.0,0.8,1.8,2012
17,Wisconsin,14,19.1,18.2,33.1,55.0,193.6,1.3,33.7,128.9,3.8,1.0,66.9,322.6,4.8,9.2,6.4,1.1,16.7,4.6,39.6,0.5,0.6,1.1,2012
18,Georgia,14,19.6,14.3,25.1,57.0,175.6,0.9,44.0,182.1,4.1,1.2,69.1,357.8,5.2,7.4,10.2,1.4,19.1,5.0,39.8,1.2,0.9,2.1,2012
19,Connecticut,12,19.8,17.3,31.8,54.3,212.0,1.3,35.8,97.9,2.7,0.8,67.6,309.9,4.6,9.3,5.8,1.1,16.2,6.1,52.0,0.5,0.5,1.0,2012
20,Michigan,13,19.8,15.2,25.4,60.0,169.5,1.2,39.5,150.5,3.8,0.7,64.9,320.0,4.9,7.8,8.9,1.5,18.2,6.5,55.3,0.8,0.5,1.4,2012
21,Northern Illinois,14,19.9,20.3,36.4,55.8,222.9,0.8,41.9,146.4,3.5,1.5,78.3,369.3,4.7,10.4,10.0,2.0,22.4,4.7,44.9,0.9,1.1,1.9,2012
